DRE;CODESC;TIPOESC;NOMES;NOMESCOFI;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;NOME_ANT;REDE;LATITUDE;LONGITUDE;DATABASE
CL;307730;ESC.PART. ;PASSO A PASSO, ESCOLA INFANTIL;PASSO A PASSO, ESCOLA INFANTIL;;CAMPO LIMPO;CAMPO LIMPO;RUA JISITI NODA;151;JARDIM MARIA VIRGINIA;5761270;;;;Ativa;17;CAMPO LIMPO;1704;35466803;35466803;;ZERO A 5 A;17/01/2012;13;16/02/2012;;17/02/2012;;;PAR;-46765577;-23637100;31/12/2015
CL;400511;CEI DIRET ;PAULO COCHRANE SUPLICY;PAULO COCHRANE SUPLICY;;CAMPO LIMPO;CAMPO LIMPO;RUA ARROIO BUTIÁ;383;CONJUNTO HABITACIONAL INSTITUTO ADVENTIS;5868880;55137203;;;Ativa;19;CAPAO REDONDO;1905;35283617;35283617;161072162000000;ZERO A 6 ANOS E 11 MESES DE IDADE;30/05/2003;43.280;29/05/2003;;22/05/2007;;COHAB ADVENTISTA II;DIR;-46774985;-23660617;31/12/2015
CL;93076;EMEF      ;PAULO COLOMBO PEREIRA DE QUEIROZ, DES.;PAULO COLOMBO PEREIRA DE QUEIROZ, DES.;;CAMPO LIMPO;CAMPO LIMPO;RUA DOUTOR ABELARDO DA CUNHA LOBO;348;PARQUE ARARIBA;5778150;55111640;58160930;55111640;Ativa;17;CAMPO LIMPO;1703;35053880;35053880;161072125000000;;12/02/1971;9.302;11/02/1971;;10/04/1981;;E.M. PARQUE ARARIBA;DIR;-46750106;-23640681;31/12/2015
CL;400215;CEI DIRET ;PAULO E ADMAR;PAULO E ADMAR;;CAMPO LIMPO;CAMPO LIMPO;RUA REVERENDO PEIXOTO DA SILVA;155;JARDIM ROSANA;5795010;58417432;;;Ativa;17;CAMPO LIMPO;1705;35238776;35238776;161072128000000;ZERO A 6A E 11M;13/11/1991;30.554;13/11/1991;;22/05/2007;;JARDIM VALE DAS VIRTUDES;DIR;-46776949;-23648670;31/12/2015
CL;18830;EMEF      ;PAULO FREIRE, PROF.;PAULO FREIRE, PROF.;;CAMPO LIMPO;CAMPO LIMPO;RUA MELCHIOR GIOLA;296;PARAISÓPOLIS;5664000;35014190;;35014061;Ativa;83;VILA ANDRADE;8302;35207949;35207949;161072171000000;;13/03/1997;36.746;13/03/1997;;13/03/2001;;PARAISOPOLIS;DIR;-46723111;-23616863;31/12/2015
CL;11550;EMEI      ;PAULO ZINGG;PAULO ZINGG;;CAMPO LIMPO;CAMPO LIMPO;RUA DA SAFRA;360;COHAB INSTITUTO ADVENTISTA;5868040;58218054;;58215644;Ativa;19;CAPAO REDONDO;1905;35076193;35076193;161072151000000;;04/12/1991;30.704;04/12/1991;;13/03/2001;;CONJ. HABITACIONAL ADVENTISTA;DIR;-46781085;-23669629;31/12/2015
CL;306250;CR.P.CONV ;PEINHA CRECHE;PEINHA CRECHE;;CAMPO LIMPO;M'BOI MIRIM;RUA ALBERGATI CAPACELLI;600;CHÁCARA SANTO ANTÔNIO (ZONA SUL);4963000;58963960;;;Ativa;43;JARDIM ANGELA;4307;35183885;35183885;;DE 01 A 3 ANOS;;;;05/07/2002;28/08/2015;;;CON;-46777863;-23746825;31/12/2015
CL;308268;CR.P.CONV ;PENTAGRAMA I;PENTAGRAMA I;;CAMPO LIMPO;CAMPO LIMPO;RUA GENERAL RIBAMAR DE MIRANDA;362;PARQUE FERNANDA;5889380;58217525;;;Ativa;19;CAPAO REDONDO;1906;35576797;35576797;;;29/05/2015;2,01501E+11;29/05/2015;;;;;CON;-46788181;-23668561;31/12/2015
CL;308331;CR.P.CONV ;PENTAGRAMA II;PENTAGRAMA II;;CAMPO LIMPO;CAMPO LIMPO;RUA FRANCISCO ANTÔNIO DA LUZ;374;JARDIM MACEDÔNIA;5894310;58217945;;;Ativa;19;CAPAO REDONDO;1901;;;;;20/07/2015;2,01501E+11;20/07/2015;;;;;CON;-46790522;-23656011;31/12/2015
CL;308390;CR.P.CONV ;PENTAGRAMA III;PENTAGRAMA III;;CAMPO LIMPO;M'BOI MIRIM;RUA CRUZEIROS;87;PARQUE DAS CEREJEIRAS;4966150;58216258;;;Ativa;43;JARDIM ANGELA;4307;35578952;35578952;;;24/07/2015;2,01501E+11;24/07/2015;;;;;CON;-46782007;-23726104;31/12/2015
CL;308414;CR.P.CONV ;PENTAGRAMA IV;PENTAGRAMA IV;;CAMPO LIMPO;CAMPO LIMPO;RUA CABAXI;318;JARDIM LEÔNIDAS MOREIRA;5792000;58216060;;;Ativa;17;CAMPO LIMPO;1705;35580338;35580338;;;24/07/2015;2,01502E+11;24/07/2015;;;;;CON;-46778344;-23640449;31/12/2015
CL;308378;CR.P.CONV ;PENTAGRAMA V;PENTAGRAMA V;;CAMPO LIMPO;CAMPO LIMPO;ESTRADA DE ITAPECERICA;2710;VILA PREL;5835004;55126897;;;Ativa;19;CAPAO REDONDO;1903;35579208;35579208;;;24/07/2015;2,01502E+11;24/07/2015;;;;;CON;-46758230;-23655637;31/12/2015
CL;307678;ESC.PART. ;PEQUENO PRINCIPE, N. E.;PEQUENO PRINCIPE, N. E.;;CAMPO LIMPO;M'BOI MIRIM;RUA VITALINA GRASSMAN;490;JARDIM MIRANTE;5801110;;;;Ativa;46;JARDIM SAO LUIS;4601;35462895;35462895;;1A A 5A;06/12/2011;345;05/12/2011;;06/12/2011;;;PAR;-46743747;-23648224;31/12/2015
CL;308409;CR.P.CONV ;PEQUENOS GENIOS;PEQUENOS GENIOS;;CAMPO LIMPO;M'BOI MIRIM;AVENIDA ALEXANDRINA MALISANO DE LIMA;800;JARDIM HERCULANO;4920000;34426329;34426328;;Ativa;43;JARDIM ANGELA;4304;35579294;35579294;;;25/07/2015;2,01501E+11;25/07/2015;;;;;CON;-46756688;-23695069;31/12/2015
CL;308413;CR.P.CONV ;PEQUENOS TALENTOS;PEQUENOS TALENTOS;;CAMPO LIMPO;M'BOI MIRIM;RUA SALGUEIRO DO CAMPO;319;JARDIM IBIRAPUERA;5814210;58518101;983793473;;Ativa;46;JARDIM SAO LUIS;4602;35579038;35579038;;;24/07/2015;2,01502E+11;24/07/2015;;;;;CON;-46733578;-23659282;31/12/2015
CL;19497;CEMEI     ;PERATUBA;PERATUBA;;CAMPO LIMPO;M'BOI MIRIM;AVENIDA CAPORANGA;30;CIDADE IPAVA;4951010;55171292;55170125;;Ativa;43;JARDIM ANGELA;4309;35569021;35569021;161072030000000;;01/02/2013;53719;01/02/2013;;;;PERATUBA I;DIR;-46760760;-23725784;31/12/2015
CL;19492;EMEF      ;PERATUBA II;PERATUBA II;;CAMPO LIMPO;M'BOI MIRIM;AVENIDA PERATUBA;S/N   ;CIDADE IPAVA;4951000;55173098;55172398;;Ativa;43;JARDIM ANGELA;4309;35513210;35513210;161072263000000;;01/02/2013;53722;01/02/2013;;21/10/2015;;;DIR;-46760760;-23725784;31/12/2015
CL;19466;EMEF      ;PERIMETRAL;PERIMETRAL;;CAMPO LIMPO;CAMPO LIMPO;RUA JOSÉ PEDRO DE CARVALHO LIMA;150;JARDIM PARQUE MORUMBI;5712080;37423573;37429505;;Ativa;83;VILA ANDRADE;8302;35446865;35446865;161072248000000;;10/12/2010;51980;09/12/2010;;28/12/2012;;;DIR;-46729310;-23621523;31/12/2015
CL;19515;EMEI      ;PERIMETRAL I;PERIMETRAL I;;CAMPO LIMPO;CAMPO LIMPO;RUA DA INDEPENDÊNCIA;701;PARAISÓPOLIS;5664015;35012595;35012726;;Ativa;83;VILA ANDRADE;8302;35578344;35578344;161072270000000;;04/07/2015;56236;03/07/2015;;;;;DIR;-46723156;-23618554;31/12/2015
CL;400601;CEI INDIR ;PERSIO GUIMARAES AZEVEDO;PERSIO GUIMARAES AZEVEDO;;CAMPO LIMPO;M'BOI MIRIM;RUA ARQUITETO ROBERTO PATRÃO ASSIS;114;CONJUNTO PROMORAR SÃO LUIS;5846100;55119275;;55119275;Ativa;46;JARDIM SAO LUIS;4603;35299698;35299698;161072234000000;ZERO A 03 ANOS ;22/12/2006;48.029;21/12/2006;05/05/2011;04/10/2012;;CONJUNTO PRO-MORAR JARDIM SAO LUIZ;CON;-46743708;-23657562;31/12/2015
CL;308253;ESC.PART. ;PINTANDO O SE7E, E.E.I.;PINTANDO O SE7E, E.E.I.;;CAMPO LIMPO;CAMPO LIMPO;RUA MITIM;35;JARDIM LEÔNIDAS MOREIRA;5792080;;;;Ativa;17;CAMPO LIMPO;1705;35569975;35569975;;1 A 5 ANOS;01/04/2015;43;30/03/2015;;;;;PAR;-46777248;-23641620;31/12/2015
CL;307882;ESC.PART. ;PIQUETUXO;PIQUETUXO;;CAMPO LIMPO;M'BOI MIRIM;RUA LUIZ GRASSMANN;737;JARDIM MIRANTE;5801050;;;;Ativa;46;JARDIM SAO LUIS;4601;35292576;35292576;;2A A 5A;22/11/2012;206;14/11/2012;;22/11/2012;;;PAR;-46765614;-23649500;31/12/2015
CL;308358;CR.P.CONV ;PIRAJUCARA;PIRAJUCARA;;CAMPO LIMPO;CAMPO LIMPO;RUA AMÉRICO FALCÃO;385;VILA PIRAJUSSARA;5786010;58442128;;;Ativa;17;CAMPO LIMPO;1701;35578332;35578332;;;29/07/2015;2,01403E+11;29/07/2015;;;;;CON;-46769350;-23633211;31/12/2015
CL;306506;CR.P.CONV ;PIRRALHINHOS;PIRRALHINHOS;;CAMPO LIMPO;M'BOI MIRIM;RUA BARTOLOMEU DOS SANTOS;541;CHÁCARA SANTANA;5821030;58944500;;;Ativa;46;JARDIM SAO LUIS;4603;35566385;35566385;;2 A 3 ANOS;;;;20/07/2002;24/02/2015;;;CON;-46746384;-23668556;31/12/2015
CL;308397;CR.P.CONV ;PIRRALHINHOS II;PIRRALHINHOS II;;CAMPO LIMPO;M'BOI MIRIM;RUA PAULA GOMES;8;JARDIM VERA CRUZ(ZONA SUL);4965160;58910546;;;Ativa;43;JARDIM ANGELA;4307;35578757;35578757;;;28/07/2015;2,01502E+11;28/07/2015;;;;;CON;-46780974;-23738127;31/12/2015
CL;306179;ESC.PART. ;PITUKINHA EDUCACAO INFANTIL;PITUKINHA EDUCACAO INFANTIL;;CAMPO LIMPO;CAMPO LIMPO;RUA MANUEL DE OLIVEIRA FALCAO;248;VILA NOVA DAS BELEZAS;5777100;;;;Ativa;17;CAMPO LIMPO;1701;35176936;35176936;;CRIANCAS DE 15 MESES A 6 ANOS;;;;;20/11/2002;;PITUKINHA RECREACAO INFANTIL;PAR;-46744682;-23642567;31/12/2015
CL;99112;EMEF      ;PRACINHAS DA FEB;PRACINHAS DA FEB;;CAMPO LIMPO;M'BOI MIRIM;RUA ANTONIO RAPOSO BARRETO;151;JARDIM DAS FLORES;4904170;55146696;55143583;;Ativa;46;JARDIM SAO LUIS;4604;35098589;35098589;161072230000000;;05/11/1987;24.873;04/11/1987;;09/03/1991;;JARDIM DAS FLORES;DIR;-46738403;-23674887;31/12/2015
CL;92983;EMEF      ;PROCOPIO FERREIRA;PROCOPIO FERREIRA;;CAMPO LIMPO;M'BOI MIRIM;AVENIDA FIM DE SEMANA;527;JARDIM CASABLANCA;5846270;55120287;;55122237;Ativa;46;JARDIM SAO LUIS;4603;35053961;35053961;161072231000000;;14/02/1975;11.768;13/02/1975;;10/04/1981;;JARDIM SAO LUIZ;DIR;-46747495;-23655614;31/12/2015
CL;307285;ESC.PART. ;RECANTO DO AMENDOIM;RECANTO DO AMENDOIM;;CAMPO LIMPO;CAMPO LIMPO;RUA JOSÉ MARIA PINTO ZILLI;379;JARDIM DAS PALMAS;5749300;;;;Ativa;83;VILA ANDRADE;8301;35396126;35396126;;ZERO A 5 A;18/06/2010;182;14/06/2010;;20/03/2013;;;PAR;-46747181;-23619135;31/12/2015
CL;307928;ESC.PART. ;RECANTO DO SOL;RECANTO DO SOL;;CAMPO LIMPO;M'BOI MIRIM;RUA BELCHIOR FÉLIX;68;JARDIM FIGUEIRA GRANDE;4914120;;;;Ativa;46;JARDIM SAO LUIS;4604;35266759;35266759;;;01/12/2012;17;25/10/2012;;22/08/2015;;;PAR;-46747970;-23675583;31/12/2015
CL;308232;CR.P.CONV ;REINO DO CARINHO;REINO DO CARINHO;;CAMPO LIMPO;M'BOI MIRIM;RUA MANUEL VÍTOR DE JESUS;250;JARDIM NAKAMURA;4942100;59276210;;;Ativa;43;JARDIM ANGELA;4305;35567978;35567978;;;05/02/2015;2,01402E+11;05/02/2015;;;;;CON;-46773835;-23698621;31/12/2015
CL;308274;CR.P.CONV ;RESTAURANDO SONHOS;RESTAURANDO SONHOS;;CAMPO LIMPO;M'BOI MIRIM;RUA DANIEL AUBER;59;JARDIM IRACEMA;5847470;58121784;;;Ativa;46;JARDIM SAO LUIS;4603;35579087;35579087;;;19/06/2015;2,015E+11;19/06/2015;;;;;CON;-46749146;-23656188;31/12/2015
CL;99686;EMEF      ;RICARDO VITIELLO, PROF.;RICARDO VITIELLO, PROF.;;CAMPO LIMPO;CAMPO LIMPO;RUA DA SOLIDARIEDADE;200;COHAB INSTITUTO ADVENTISTA;5868250;58216871;58249444;;Ativa;19;CAPAO REDONDO;1905;35098590;35098590;161072165000000;;07/04/1988;25.697;06/04/1988;;09/03/1991;;COHAB ADVENTISTA;DIR;-46776431;-23667883;31/12/2015
CL;19340;EMEI      ;ROBERTO BURLE MARX;ROBERTO BURLE MARX;;CAMPO LIMPO;CAMPO LIMPO;RUA IRAPARÁ;150;PARAÍSO DO MORUMBI;5706300;37421007;37425673;;Ativa;83;VILA ANDRADE;8302;35299873;35299873;161072235000000;;22/02/2007;48.153;21/02/2007;;18/03/2010;;PARAISOPOLIS I;DIR;-46724257;-23622316;31/12/2015
CL;400481;CEI INDIR ;ROSA MARIA;ROSA MARIA;;CAMPO LIMPO;M'BOI MIRIM;RUA DO MAGISTERIO;70;JARDIM SANTA MARGARIDA;4930040;58919711;;;Ativa;43;JARDIM ANGELA;4303;35184007;35184007;;03 A 04 ANOS;29/06/2010;2007.0.354.042.0;01/07/2010;20/07/2002;06/04/2013;;;CON;-46750725;-23677053;31/12/2015
CL;90255;EMEI      ;ROSEMARY SILVA, PROFA;ROSEMARY SILVA, PROFA;;CAMPO LIMPO;M'BOI MIRIM;RUA ACEDIO JOSE FONTANETE;229;JARDIM IBIRAPUERA;5814100;58519986;58516104;;Ativa;46;JARDIM SAO LUIS;4602;35090694;35090694;161072211000000;;29/08/1983;18.934;29/08/1983;;01/01/2000;;JARDIM IBIRAPUERA;DIR;-46729746;-23660160;31/12/2015
CL;19499;EMEI      ;ROSILDA SILVIO SOUZA, PROFA;ROSILDA SILVIO SOUZA, PROFA;;CAMPO LIMPO;M'BOI MIRIM;ESTRADA DO JARARAU;89;CHÁCARA NANI;4943120;58344623;58344519;;Ativa;43;JARDIM ANGELA;4301;35483096;35483096;161072260000000;;01/02/2013;53718;01/02/2013;;;;JARDIM DOS REIS I;DIR;-46792154;-23707956;31/12/2015
CL;10910;EMEI      ;RUBENS NASCIMENTO DA SILVA - MEXICANO;RUBENS NASCIMENTO DA SILVA - MEXICANO;;CAMPO LIMPO;CAMPO LIMPO;TRAVESSA SETEMBRO DE 1983;198;PARQUE FERNANDA;5887510;58215467;58248896;;Ativa;19;CAPAO REDONDO;1906;35076119;35076119;161072154000000;;11/06/1991;29.812;11/06/1991;;07/11/1992;;PARQUE FERNANDA;DIR;-46796498;-23673720;31/12/2015
CL;14176;EMEI      ;SALOMAO JORGE, DEP.;SALOMAO JORGE, DEP.;;CAMPO LIMPO;M'BOI MIRIM;RUA BACABINHA;200;JARDIM SAO JOAQUIM;4917030;55150145;58946723;;Ativa;46;JARDIM SAO LUIS;4605;35075565;35075565;161072225000000;;29/09/1993;33.690;29/09/1993;;13/03/2001;;JARDIM SAO JOAQUIM;DIR;-46749345;-23686775;31/12/2015
CL;306254;CR.P.CONV ;SANTA ANA;SANTA ANA;;CAMPO LIMPO;M'BOI MIRIM;RUA SOARES DE SOUSA JÚNIOR;2725;ALTO DA RIVIERA;4929340;58315517;;;Ativa;43;JARDIM ANGELA;4305;35183945;35183945;;2A A 3A;;;;20/07/2002;19/09/2013;;;CON;-46768996;-23700347;31/12/2015
CL;306255;ESC.PART. ;SANTA ESCOLASTICA;SANTA ESCOLASTICA;;CAMPO LIMPO;CAMPO LIMPO;RUA ITAPANHAU;170;PARAISÓPOLIS;5665060;37420399;37421553;37465230;Ativa;83;VILA ANDRADE;8302;35183878;35183878;;ZERO A 5A;;;;20/07/2002;08/06/2011;;;PAR;-46720254;-23615437;31/12/2015
CL;306083;CR.P.CONV ;SANTA LUISA DE MARILLAC;SANTA LUISA DE MARILLAC;;CAMPO LIMPO;CAMPO LIMPO;RUA DOUTOR LUIS DA FONSECA GALVAO;85;PARQUE MARIA HELENA;5855300;55119340;;55119340;Ativa;19;CAPAO REDONDO;1903;35800570;35800570;;2A A 3A;;;;21/05/2008;29/12/2000;;SANTA LUISA DE MARILLAC CRECHE;CON;-46766140;-23661841;31/12/2015
CL;307035;CR.P.CONV ;SANTA MARIA GORETE;SANTA MARIA GORETE;;CAMPO LIMPO;M'BOI MIRIM;RUA CRUZEIROS;13;PARQUE DAS CEREJEIRAS;4966150;58957265;;;Ativa;43;JARDIM ANGELA;4307;35411139;35411139;;2 A 3 ANOS;01/12/2008;2008.0.265.027.5;01/12/2008;01/12/2008;05/07/2012;;;CON;-46782204;-23725536;31/12/2015
CL;308197;CR.P.CONV ;SANTA MONICA;SANTA MONICA;;CAMPO LIMPO;M'BOI MIRIM;ESTRADA DA CUMBICA;570;CIDADE IPAVA;4947000;58375354;;;Ativa;43;JARDIM ANGELA;4309;35566378;35566378;;1 A 3 ANOS;18/11/2014;2014.0.244.982.4;18/11/2014;18/11/2014;;;;CON;-46745742;-23732877;31/12/2015
CL;306256;CR.P.CONV ;SANTA TEREZINHA;SANTA TEREZINHA;;CAMPO LIMPO;CAMPO LIMPO;AVENIDA DOM RODRIGO SANCHES;1531;JARDIM AMÁLIA;5892360;58246429;;58246429;Ativa;19;CAPAO REDONDO;1901;35183908;35183908;;02 A 03 ANOS;;;;20/07/2002;01/02/2013;;;CON;-46792901;-23659456;31/12/2015
CL;306257;CR.P.CONV ;SANTO DIAS;SANTO DIAS;;CAMPO LIMPO;M'BOI MIRIM;RUA ERNESTO PASQUALUCCI;339;JARDIM DIONISIO;4935050;58317042;;;Ativa;43;JARDIM ANGELA;4303;35184585;35184585;;2A A 3A;;;;20/07/2002;22/11/2012;;;CON;-46771846;-23688414;31/12/2015
CL;307630;ESC.PART. ;SANTO ESTEVAO, REI;SANTO ESTEVAO, REI;;CAMPO LIMPO;CAMPO LIMPO;RUA ITAJUBAQUARA;140;PARAISÓPOLIS;5661050;;;;Ativa;83;VILA ANDRADE;8302;35461573;35461573;;0A A 5A;08/10/2011;314;07/10/2011;;08/10/2011;;;PAR;-46728785;-23617173;31/12/2015
CL;308371;CR.P.CONV ;SAO FRANCISCO DE ASSIS;SAO FRANCISCO DE ASSIS;;CAMPO LIMPO;CAMPO LIMPO;RUA ERNESTO SOARES FILHO;344;PARQUE FERNANDA;5888070;58213899;;;Ativa;19;CAPAO REDONDO;1906;35578356;35578356;;;24/07/2015;2,01501E+11;24/07/2015;;;;;CON;-46792247;-23676227;31/12/2015
CL;307008;ESC.PART. ;SAO GREGORIO;SAO GREGORIO;;CAMPO LIMPO;M'BOI MIRIM;RUA CORONEL LUÍS SCHIMIDT;48;VILA DAS BELEZAS;5841130;;;;Ativa;46;JARDIM SAO LUIS;4601;35266760;35266760;;2 A 6 A;21/08/2008;161;21/08/2008;;21/08/2008;;;PAR;-46738629;-23642005;31/12/2015
CL;306763;ESC.PART. ;SAO GREGORIO BABY;SAO GREGORIO BABY;;CAMPO LIMPO;M'BOI MIRIM;RUA ISAIAS BRANCO DE ARAUJO;325;VILA DAS BELEZAS;5841150;;;;Ativa;46;JARDIM SAO LUIS;4601;35266838;35266838;;4 M A 5 A;;;;;03/10/2006;;VIDA PEQUENINA, E.E.I. ;PAR;-46741748;-23644871;31/12/2015
CL;306262;CR.P.CONV ;SAO JOSE OPERARIO;SAO JOSE OPERARIO;;CAMPO LIMPO;CAMPO LIMPO;RUA FRANCISCO DE ABREU;130;JARDIM IMBÉ;5863100;58976394;;;Ativa;19;CAPAO REDONDO;1904;35183921;35183921;;2A A 3A;;;;20/07/2002;;;TODOS UNIDOS;CON;-46767117;-23676738;31/12/2015
CL;307721;CR.P.CONV ;SAO JOSE OPERARIO II, CEI;SAO JOSE OPERARIO II, CEI;;CAMPO LIMPO;M'BOI MIRIM;RUA PIETRO SOLARI;8;JARDIM FRATERNIDADE;5870170;58341018;;;Ativa;43;JARDIM ANGELA;4302;35464181;35464181;;2 A 3 ANOS;08/12/2011;2011.0.103.092.1;08/12/2011;08/12/2011;31/05/2014;;;CON;-46770909;-23682322;31/12/2015
CL;306259;CR.P.CONV ;SAO SEBASTIAO;SAO SEBASTIAO;;CAMPO LIMPO;CAMPO LIMPO;RUA PROFESSOR WASHINGTON PIRES;123;JARDIM MARIA SAMPAIO;5790420;58421897;;;Ativa;17;CAMPO LIMPO;1706;35183453;35183453;;01 A 03 ANOS ;;;;20/07/2002;;;;CON;-46785815;-23641213;31/12/2015
CL;308288;CR.P.CONV ;SEMENTINHA DO AMOR;SEMENTINHA DO AMOR;;CAMPO LIMPO;CAMPO LIMPO;RUA MARMELEIRO DO CAMPO;125;CONJUNTO HABITACIONAL INSTITUTO ADVENTIS;5868130;58233372;;;Ativa;19;CAPAO REDONDO;1905;35577085;35577085;;;07/07/2015;2,01501E+11;07/07/2015;;;;;CON;-46783532;-23671324;31/12/2015
CL;307519;ESC.PART. ;SETE DE SETEMBRO;SETE DE SETEMBRO;;CAMPO LIMPO;CAMPO LIMPO;RUA JOÃO ROBALO;118;JARDIM SORAIA;5881000;;;;Ativa;19;CAPAO REDONDO;1905;35176862;35176862;;3 A 5 ANOS ;05/05/2011;119;12/04/2011;;05/05/2011;;;PAR;-46775547;-23679481;31/12/2015
CL;501489;MOVA      ;SOC AMIGA E ESPORTIVA DO JD COPACABANA;SOC AMIGA E ESPORTIVA DO JD COPACABANA;;CAMPO LIMPO;M'BOI MIRIM;RUA ANTÔNIO RAPOSO BARRETO;31;JARDIM DAS FLORES;4904170;;;;Ativa;46;JARDIM SAO LUIS;4605;;;;;27/11/2014;2013.0.103.859.4;27/11/2014;;;;;CON;-46754090;-23693970;31/12/2015
CL;501343;MOVA      ;SOC AMIGA E ESPORTIVA DO JD COPACABANA - UNID XV;SOC AMIGA E ESPORTIVA DO JD COPACABANA - UNID XV;;CAMPO LIMPO;M'BOI MIRIM;RUA ORATÓRIO DE NATAL;275;JARDIM DUPRAT;5853370;;;;Ativa;46;JARDIM SAO LUIS;4603;;;;;23/04/2009;2007.0.072.690.6;23/04/2009;23/04/2009;;;SOC AMIGA E ESPORTIVA DO JD COPACABANA - UNID;CON;-46750685;-23659080;31/12/2015
CL;500847;MOVA      ;SOC AMIGA E ESPORTIVA DO JD COPACABANA UNID III CL;SOC AMIGA E ESPORTIVA DO JD COPACABANA UNID III CL;;CAMPO LIMPO;M'BOI MIRIM;RUA JEAN DE BRIENNE;21;RECANTO SANTO ANTÔNIO;5816170;;;;Ativa;43;JARDIM ANGELA;4301;;;;;;;;07/06/2006;;;SOC AMIGA E ESPORTIVA DO JD COPACABANA UNID I;CON;-46747866;-23669744;31/12/2015
CL;500920;MOVA      ;SOC AMIGA E ESPORTIVA DO JD COPACABANA UNID VIII CL;SOC AMIGA E ESPORTIVA DO JD COPACABANA UNID VIII CL;;CAMPO LIMPO;M'BOI MIRIM;RUA GUILHERME ESPINDOLA PEQUITO;95;VILA SANTA LÚCIA;4937050;58313731;;;Ativa;43;JARDIM ANGELA;4302;;;;;;;;07/06/2006;;;SOC AMIGA E ESPORTIVA DO JD COPACABANA UNID V;CON;-46762781;-23687742;31/12/2015
CL;501248;MOVA      ;SOC AMIGA E ESPORTIVA DO JD COPACABANA UNID XIV CL;SOC AMIGA E ESPORTIVA DO JD COPACABANA UNID XIV CL;;CAMPO LIMPO;M'BOI MIRIM;AVENIDA NOVA ARCÁDIA;27;ALTO DA RIVIERA;4929000;;;;Ativa;43;JARDIM ANGELA;4304;;;;;28/05/2007;2007.0.072.690.6;28/05/2007;28/05/2007;;;SOC AMIGA E ESPORTIVA DO JD COPACABANA UNID X;CON;-46763052;-23695049;31/12/2015
CL;501462;MOVA      ;SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA XVI;SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA XVI;;CAMPO LIMPO;M'BOI MIRIM;RUA RICARDO BROSCA;1;CHÁCARA DA ENSEADA;4963170;;;;Ativa;43;JARDIM ANGELA;4307;;;;;28/08/2013;2,01301E+11;28/08/2013;28/08/2013;;;SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACAN;CON;-46774400;-23750980;31/12/2015
CL;500861;MOVA      ;SOCIEDADE SANTO MARTIRES UNID I MB;SOCIEDADE SANTO MARTIRES UNID I MB;;CAMPO LIMPO;M'BOI MIRIM;RUA LUÍS BALDINATO;9;JARDIM SÔNIA REGINA;4935100;58319549;;;Ativa;43;JARDIM ANGELA;4301;;;;;;;;07/08/2007;;;;CON;-46761449;-23673741;31/12/2015
CL;500863;MOVA      ;SOCIEDADE SANTO MARTIRES UNID II MB;SOCIEDADE SANTO MARTIRES UNID II MB;;CAMPO LIMPO;M'BOI MIRIM;RUA MARCELINO COELHO;284;JARDIM ÂNGELA (ZONA SUL);4939010;58319549;;;Ativa;43;JARDIM ANGELA;4302;;;;;;;;07/08/2007;;;;CON;-46771296;-23688746;31/12/2015
CL;500864;MOVA      ;SOCIEDADE SANTO MARTIRES UNID III MB;SOCIEDADE SANTO MARTIRES UNID III MB;;CAMPO LIMPO;M'BOI MIRIM;RUA FRANCISCO MAYER JÚNIOR;98;VILA SANTA LÚCIA;4940060;58319549;;;Ativa;43;JARDIM ANGELA;4301;;;;;;;;07/08/2007;;;;CON;-46765540;-23689997;31/12/2015
CL;500870;MOVA      ;SOCIEDADE SANTO MARTIRES UNID VIII MB;SOCIEDADE SANTO MARTIRES UNID VIII MB;;CAMPO LIMPO;M'BOI MIRIM;RUA VALENTIM CORREIA PAIS;26;JARDIM NAKAMURA;4942140;;;;Ativa;43;JARDIM ANGELA;4301;;;;;;;;07/08/2007;;;;CON;-46752344;-23696911;31/12/2015
CL;500884;MOVA      ;SOCIEDADE SANTO MARTIRES UNID XVII MB;SOCIEDADE SANTO MARTIRES UNID XVII MB;;CAMPO LIMPO;M'BOI MIRIM;RUA DIAMANTE VERDE;28;PARQUE INDEPENDENCIA;5880280;;;;Ativa;43;JARDIM ANGELA;4301;;;;;;;;02/06/2009;;;;CON;-46788796;-23685800;31/12/2015
CL;501299;MOVA      ;SOCIEDADE SANTOS MARTIRES UNID XXI CL;SOCIEDADE SANTOS MARTIRES UNID XXI CL;;CAMPO LIMPO;M'BOI MIRIM;RUA SOARES DE SOUSA JÚNIOR;2725;ALTO DA RIVIERA;4929340;;;;Ativa;43;JARDIM ANGELA;4305;;;;;02/06/2008;2006.0.018.203.3;02/06/2008;02/06/2009;;;;CON;-46776491;-23698181;31/12/2015
